accession_number,taxid,CatTemp,OGT,GC,SpName,SpHierarchie
GCF_024808815.1,768733,mesophile,30.0,0.355,Methanosalsum_natronophilum,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosalsum~Methanosalsum_natronophilum
GCF_000253055.1,768679,hyperthermophile,86.0,0.556,Thermoproteus_tenax,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Thermoproteus~Thermoproteus_tenax
GCF_002214365.1,1293037,hyperthermophile,88.0,0.574,Thermococcus_celer,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_celer
GCF_014647455.2,1193105,mesophile,45.0,0.688,Halarchaeum_grantii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Halarchaeum~Halarchaeum_grantii
GCF_004765785.1,1126238,mesophile,37.0,0.657,Halorussus_ruber,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_ruber
GCF_900111935.1,35743,mesophile,37.0,0.697,Halorubrum_sodomense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_sodomense
GCF_000337355.1,1230456,mesophile,37.0,0.679,Halorubrum_kocurii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_kocurii
GCF_001316305.1,1298606,mesophile,35.0,0.418,Methanosarcina_barkeri,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_barkeri
GCF_028471785.1,311400,hyperthermophile,85.0,0.528,Thermococcus_kodakarensis,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_kodakarensis
GCF_000970145.1,1434118,mesophile,37.0,0.452,Methanosarcina_siciliae,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_siciliae
GCF_024807655.1,2188,mesophile,37.0,0.313,Methanococcus_voltae,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanococcaceae~Methanococcus~Methanococcus_voltae
GCF_000328665.1,867904,mesophile,37.0,0.432,Methanomethylovorans_hollandica,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanomethylovorans~Methanomethylovorans_hollandica
GCF_025449255.1,42879,mesophile,40.0,0.311,Methanococcus_aeolicus,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanococcaceae~Methanococcus~Methanococcus_aeolicus
GCF_017873625.1,710190,mesophile,35.0,0.398,Methanobacterium_petrolearium,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_petrolearium
GCF_008326425.1,1294262,thermophile,65.0,0.44,Sulfuracidifex_tepidarius,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Sulfuracidifex~Sulfuracidifex_tepidarius
GCF_013415905.1,869886,mesophile,42.0,0.678,Halosimplex_pelagicum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halosimplex~Halosimplex_pelagicum
GCF_000017945.1,453591,hyperthermophile,90.0,0.565,Ignicoccus_hospitalis,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Ignicoccus~Ignicoccus_hospitalis
GCF_000993805.1,1550241,hyperthermophile,85.0,0.486,Infirmifilum_uzonense,Archaea~Thermoproteota~Thermoprotei~Thermofilales~Thermofilaceae~Infirmifilum~Infirmifilum_uzonense
GCF_050496105.1,2262,hyperthermophile,97.0,0.41,Pyrococcus_woesei,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Pyrococcus~Pyrococcus_woesei
GCF_023698535.1,660518,mesophile,37.0,0.661,Halorientalis_regularis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halorientalis~Halorientalis_regularis
GCF_026684035.1,2199,mesophile,30.0,0.511,Methanogenium_organophilum,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanogenium~Methanogenium_organophilum
GCF_026410925.1,1510225,mesophile,37.0,0.611,Halovenus_salina,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halovenus~Halovenus_salina
GCF_000744315.1,1036677,mesophile,28.0,0.443,Methanosarcina_soligelidi,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_soligelidi
GCF_024372745.1,106207,mesophile,37.0,0.512,Methanocalculus_taiwanensis,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanocalculaceae~Methanocalculus~Methanocalculus_taiwanensis
GCF_002813085.1,2173,mesophile,37.0,0.322,Methanobrevibacter_smithii,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_smithii
GCF_024500045.1,502115,mesophile,37.0,0.499,Methanolobus_chelungpuianus,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanolobus~Methanolobus_chelungpuianus
GCF_014646535.1,62609,thermophile,75.0,0.534,Thermocladium_modestius,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Thermocladium~Thermocladium_modestius
GCF_005222525.1,43687,thermophile,75.0,0.472,Metallosphaera_sedula,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Metallosphaera~Metallosphaera_sedula
GCF_003111605.1,190976,mesophile,37.0,0.309,Methanobrevibacter_woesei,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_woesei
GCF_001017125.1,1550566,mesophile,37.0,0.633,Methanoculleus_sediminis,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_sediminis
GCF_900095295.1,118062,mesophile,37.0,0.412,Methanobacterium_congolense,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_congolense
GCF_000336675.1,1132509,mesophile,37.0,0.665,Halococcus_hamelinensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_hamelinensis
GCF_003336245.1,1126245,mesophile,37.0,0.67,Haloplanus_salinus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloplanus~Haloplanus_salinus
GCF_024494725.1,869892,mesophile,37.0,0.661,Haloplanus_ruber,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloplanus~Haloplanus_ruber
GCF_046244385.1,1277351,mesophile,30.0,0.432,Methanospirillum_stamsii,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanospirillaceae~Methanospirillum~Methanospirillum_stamsii
GCF_000336875.1,1227465,mesophile,37.0,0.674,Halorubrum_californiense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_californiense
GCF_004310395.1,2082189,thermophile,70.0,0.374,Methanofervidicoccus_abyssi,Archaea~Methanobacteriota~Methanococci~Methanococcales~no_family~Methanofervidicoccus~Methanofervidicoccus_abyssi
GCF_024170505.1,768730,mesophile,30.0,0.541,Methanocalculus_alkaliphilus,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanocalculaceae~Methanocalculus~Methanocalculus_alkaliphilus
GCF_017873335.1,49900,thermophile,75.0,0.533,Thermococcus_stetteri,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_stetteri
GCF_033100775.1,29283,mesophile,45.0,0.688,Halorubrum_distributum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_distributum
GCF_000308215.1,1175296,mesophile,37.0,0.616,Methanomassiliicoccus_luminyensis,Archaea~Thermoplasmatota~Thermoplasmata~Methanomassiliicoccales~Methanomassiliicoccaceae~Methanomassiliicoccus~Methanomassiliicoccus_luminyensis
GCF_042663225.1,1748331,mesophile,37.0,0.629,Haloferax_namakaokahaiae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_namakaokahaiae
GCA_000200715.1,414004,psychrophile,10.0,0.577,cCenarchaeum_unclassified,Archaea~Nitrososphaerota~no_class~cCenarchaeales~cCenarchaeaceae~cCenarchaeum~cCenarchaeum_unclassified
GCF_026000775.1,1293586,hyperthermophile,85.0,0.461,Vulcanisaeta_souniana,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Vulcanisaeta~Vulcanisaeta_souniana
GCF_019669965.1,118126,mesophile,28.0,0.628,Methanoculleus_chikugoensis,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanoculleus~Methanoculleus_chikugoensis
GCF_000328525.1,797302,mesophile,37.0,0.652,Halovivax_ruber,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halovivax~Halovivax_ruber
GCF_000337695.1,1227498,mesophile,37.0,0.661,Natronococcus_jeotgali,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronococcus~Natronococcus_jeotgali
GCF_000337075.1,1227481,mesophile,37.0,0.699,Halorubrum_hochstenium,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_hochstenium
GCF_000258515.1,1151117,thermophile,75.0,0.55,Thermococcus_zilligii,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_zilligii
GCF_000024185.1,634498,mesophile,37.0,0.364,Methanobrevibacter_ruminantium,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_ruminantium
GCF_900069765.1,2234,hyperthermophile,85.0,0.495,Archaeoglobus_fulgidus,Archaea~Methanobacteriota~Archaeoglobi~Archaeoglobales~Archaeoglobaceae~Archaeoglobus~Archaeoglobus_fulgidus
GCF_000092305.1,573063,hyperthermophile,85.0,0.338,Methanocaldococcus_infernus,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanocaldococcaceae~Methanocaldococcus~Methanocaldococcus_infernus
GCA_025340205.1,940294,hyperthermophile,90.0,0.484,Ignicoccus_pacificus,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Ignicoccus~Ignicoccus_pacificus
GCF_013329655.1,2214,mesophile,37.0,0.464,Methanosarcina_acetivorans,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_acetivorans
GCF_001639265.1,55758,mesophile,30.0,0.295,Methanobrevibacter_filiformis,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_filiformis
GCF_009729515.1,523847,thermophile,65.0,0.399,Sulfuracidifex_metallicus,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Sulfuracidifex~Sulfuracidifex_metallicus
GCF_024494645.1,869891,mesophile,40.0,0.621,Halohasta_litorea,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halohasta~Halohasta_litorea
GCF_038751955.1,1262400,mesophile,35.0,0.528,Methanocalculus_natronophilus,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanocalculaceae~Methanocalculus~Methanocalculus_natronophilus
GCF_900112175.1,553469,mesophile,41.0,0.683,Halogeometricum_rufum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halogeometricum~Halogeometricum_rufum
GCF_003201675.2,1293036,thermophile,65.0,0.448,Metallosphaera_hakonensis,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Metallosphaera~Metallosphaera_hakonensis
GCF_000011005.1,304371,mesophile,37.0,0.57,Methanocella_paludicola,Archaea~Methanobacteriota~Methanomicrobia~Methanocellales~Methanocellaceae~Methanocella~Methanocella_paludicola
GCF_017873415.1,38023,mesophile,35.0,0.41,Methanolobus_bombayensis,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanolobus~Methanolobus_bombayensis
GCF_000427685.1,926690,mesophile,40.0,0.66,Haloplanus_natans,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloplanus~Haloplanus_natans
GCF_003605635.1,268735,mesophile,37.0,0.608,Halonotius_pteroides,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halonotius~Halonotius_pteroides
GCF_020886315.1,1702097,hyperthermophile,85.0,0.336,Saccharolobus_caldissimus,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Saccharolobus~Saccharolobus_caldissimus
GCF_000234805.1,1104324,hyperthermophile,90.0,0.577,Pyrobaculum_ferrireducens,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Pyrobaculum~Pyrobaculum_ferrireducens
GCF_007671685.1,2583990,mesophile,42.0,0.671,Halorubrum_salsamenti,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halorubrum~Halorubrum_salsamenti
GCF_009729015.1,2283,thermophile,80.0,0.347,Acidianus_ambivalens,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Acidianus~Acidianus_ambivalens
GCF_018132105.1,156457,mesophile,37.0,0.532,Methanocalculus_chunghsingensis,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanocalculaceae~Methanocalculus~Methanocalculus_chunghsingensis
GCF_001508065.1,172049,thermophile,78.0,0.406,Thermococcus_sibiricus,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_sibiricus
GCF_000011205.1,273063,thermophile,80.0,0.334,Sulfurisphaera_tokodaii,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Sulfurisphaera~Sulfurisphaera_tokodaii
GCF_000710615.1,1455608,mesophile,37.0,0.592,Haladaptatus_cibarius,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Haladaptatus~Haladaptatus_cibarius
GCF_900114835.1,487685,mesophile,30.0,0.438,Methanolobus_profundi,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanolobus~Methanolobus_profundi
GCF_023238205.1,2938695,mesophile,37.0,0.662,Halorussus_limi,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_limi
GCA_050410975.1,263906,thermophile,50.0,0.581,Methanolinea_tarda,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanoregulaceae~Methanolinea~Methanolinea_tarda
GCF_000970205.1,213585,mesophile,37.0,0.442,Methanosarcina_mazei,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_mazei
GCF_003841505.1,1679083,mesophile,43.0,0.632,Natrarchaeobius_chitinivorans,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrarchaeobius~Natrarchaeobius_chitinivorans
GCF_000151245.1,483214,mesophile,37.0,0.324,Methanobrevibacter_smithii,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobrevibacter~Methanobrevibacter_smithii
GCF_042683225.1,996166,mesophile,40.0,0.68,Haloarchaeobius_iranensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halorubellaceae~Haloarchaeobius~Haloarchaeobius_iranensis
GCF_000230715.2,797304,mesophile,37.0,0.632,Natronobacterium_gregoryi,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronobacterium~Natronobacterium_gregoryi
GCF_000585495.1,195522,hyperthermophile,87.5,0.555,Thermococcus_nautili,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_nautili
GCF_004143485.2,1126242,mesophile,37.0,0.657,Halorussus_amylolyticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_amylolyticus
GCF_002156705.1,745377,thermophile,52.0,0.65,Natrarchaeobaculum_aegyptiacum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrarchaeobaculum~Natrarchaeobaculum_aegyptiacum
GCF_000191585.1,877455,mesophile,30.0,0.378,Methanobacterium_lacus,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_lacus
GCF_900108165.1,699433,mesophile,45.0,0.668,Halobellus_limi,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halobellus~Halobellus_limi
GCF_000591035.1,1198449,hyperthermophile,85.0,0.573,Aeropyrum_camini,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Aeropyrum~Aeropyrum_camini
GCF_001571385.1,488124,mesophile,37.0,0.615,Methanofollis_ethanolicus,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanofollis~Methanofollis_ethanolicus
GCF_050433505.1,69540,mesophile,37.0,0.331,Methanobacterium_oryzae,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_oryzae
GCF_000172995.2,469382,mesophile,37.0,0.611,Halogeometricum_borinquense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halogeometricum~Halogeometricum_borinquense
GCF_023093535.1,1453760,mesophile,35.0,0.677,Halovivax_limisalsi,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Halovivax~Halovivax_limisalsi
GCF_000230735.2,797303,mesophile,37.0,0.651,Natrinema_pellirubrum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_pellirubrum
GCF_037996645.1,175632,mesophile,40.0,0.658,Halalkalicoccus_tibetensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halalkalicoccus~Halalkalicoccus_tibetensis
GCF_001304615.2,1715806,mesophile,45.0,0.44,Methanosarcina_flavescens,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_flavescens
GCF_001462205.1,1678448,mesophile,43.5,0.692,Haloparvum_sedimenti,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloparvum~Haloparvum_sedimenti
GCF_000147875.1,679926,mesophile,37.0,0.487,Methanolacinia_petrolearia,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanolacinia~Methanolacinia_petrolearia
GCF_003201765.2,619593,thermophile,70.0,0.318,Acidianus_sulfidivorans,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Acidianus~Acidianus_sulfidivorans
GCF_000337675.1,1227497,mesophile,37.0,0.656,Natronococcus_amylolyticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronococcus~Natronococcus_amylolyticus
GCF_013330515.1,660064,thermophile,65.0,0.561,Methermicoccus_shengliensis,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methermicoccaceae~Methermicoccus~Methermicoccus_shengliensis
GCF_002906575.1,755307,mesophile,37.0,0.665,Salinigranum_rubrum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Salinigranum~Salinigranum_rubrum
GCF_042678005.1,1220023,mesophile,39.5,0.675,Halolamina_salina,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halolamina~Halolamina_salina
GCF_020177375.1,1849069,mesophile,37.0,0.656,Saliphagus_infecundisoli,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Saliphagus~Saliphagus_infecundisoli
GCF_026586665.1,869890,mesophile,42.0,0.56,Halovenus_rubra,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halovenus~Halovenus_rubra
GCF_003852155.1,2287,thermophile,70.0,0.362,Saccharolobus_solfataricus,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Saccharolobus~Saccharolobus_solfataricus
GCF_013377755.1,81417,mesophile,37.0,0.622,Methanofollis_tationis,Archaea~Methanobacteriota~Methanomicrobia~Methanomicrobiales~Methanomicrobiaceae~Methanofollis~Methanofollis_tationis
GCF_000148385.1,572478,hyperthermophile,90.0,0.463,Vulcanisaeta_distributa,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Vulcanisaeta~Vulcanisaeta_distributa
GCF_005576615.1,88724,mesophile,37.0,0.648,Natrinema_versiforme,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrinema~Natrinema_versiforme
GCA_015662595.1,334771,hyperthermophile,93.5,0.453,Ignisphaera_aggregans,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Ignisphaera~Ignisphaera_aggregans
GCF_001190965.1,35746,mesophile,37.0,0.672,Haloferax_gibbonsii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_gibbonsii
GCF_030019315.1,1175444,thermophile,50.0,0.543,Methanocella_conradii,Archaea~Methanobacteriota~Methanomicrobia~Methanocellales~Methanocellaceae~Methanocella~Methanocella_conradii
GCF_035375645.1,2223,mesophile,35.0,0.534,Methanothrix_soehngenii,Archaea~Methanobacteriota~Methanomicrobia~Methanotrichales~Methanotrichaceae~Methanothrix~Methanothrix_soehngenii
GCF_000336915.1,1227455,mesophile,37.0,0.649,Halococcus_saccharolyticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_saccharolyticus
GCF_023167465.1,680118,thermophile,70.0,0.424,Methanothermobacter_tenebrarum,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanothermobacter~Methanothermobacter_tenebrarum
GCF_900110215.1,1367881,mesophile,40.0,0.646,Halorientalis_persicus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Halorientalis~Halorientalis_persicus
GCF_003201835.2,41673,thermophile,70.0,0.323,Acidianus_brierleyi,Archaea~Thermoproteota~Thermoprotei~Sulfolobales~Sulfolobaceae~Acidianus~Acidianus_brierleyi
GCF_023204835.1,869888,mesophile,37.0,0.658,Salinarchaeum_laminariae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natronoarchaeaceae~Salinarchaeum~Salinarchaeum_laminariae
GCF_024022995.1,110163,hyperthermophile,85.0,0.439,Thermococcus_aggregans,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_aggregans
GCF_000337495.1,1227488,mesophile,37.0,0.665,Haloterrigena_salina,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Haloterrigena~Haloterrigena_salina
GCF_000220175.1,1001994,mesophile,25.0,0.332,Nitrosarchaeum_koreense,Archaea~Nitrososphaerota~Nitrososphaeria~Nitrosopumilales~Nitrosopumilaceae~Nitrosarchaeum~Nitrosarchaeum_koreense
GCF_025397995.1,145261,thermophile,60.0,0.498,Methanothermobacter_wolfeii,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanothermobacter~Methanothermobacter_wolfeii
GCF_004323575.1,56636,hyperthermophile,92.5,0.569,Aeropyrum_pernix,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Aeropyrum~Aeropyrum_pernix
GCF_049554935.1,213231,hyperthermophile,85.0,0.283,Methanocaldococcus_indicus,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanocaldococcaceae~Methanocaldococcus~Methanocaldococcus_indicus
GCF_000591055.1,268739,mesophile,37.0,0.654,Natronomonas_moolapensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natronomonadaceae~Natronomonas~Natronomonas_moolapensis
GCF_020614395.1,555573,mesophile,40.0,0.681,Salarchaeum_japonicum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halobacteriaceae~Salarchaeum~Salarchaeum_japonicum
GCF_013329775.1,53953,hyperthermophile,95.0,0.422,Pyrococcus_horikoshii,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Pyrococcus~Pyrococcus_horikoshii
GCF_029232225.1,2246,mesophile,37.0,0.668,Haloferax_volcanii,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_volcanii
GCF_000063445.1,351160,mesophile,45.0,0.564,Methanocella_arvoryzae,Archaea~Methanobacteriota~Methanomicrobia~Methanocellales~Methanocellaceae~Methanocella~Methanocella_arvoryzae
GCF_004137855.1,2138083,mesophile,30.0,0.436,Methanohalophilus_profundi,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanohalophilus~Methanohalophilus_profundi
GCF_024138165.1,2953749,mesophile,37.0,0.671,Halorussus_vallis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_vallis
GCF_024218795.1,2953748,mesophile,37.0,0.659,Halorussus_aquaticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Halorussus~Halorussus_aquaticus
GCF_002813695.1,59277,mesophile,37.0,0.418,Methanobacterium_subterraneum,Archaea~Methanobacteriota~Methanobacteria~Methanobacteriales~Methanobacteriaceae~Methanobacterium~Methanobacterium_subterraneum
GCF_000023985.1,573064,hyperthermophile,85.0,0.326,Methanocaldococcus_fervens,Archaea~Methanobacteriota~Methanococci~Methanococcales~Methanocaldococcaceae~Methanocaldococcus~Methanocaldococcus_fervens
GCF_900142335.1,797209,mesophile,37.0,0.632,Haladaptatus_paucihalophilus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haladaptataceae~Haladaptatus~Haladaptatus_paucihalophilus
GCF_024494695.1,755311,mesophile,37.0,0.672,Natronoarchaeum_rubrum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natronoarchaeaceae~Natronoarchaeum~Natronoarchaeum_rubrum
GCF_000015145.1,415426,hyperthermophile,99.0,0.539,Hyperthermus_butylicus,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Pyrodictiaceae~Hyperthermus~Hyperthermus_butylicus
GCF_000970265.1,1434111,mesophile,25.0,0.445,Methanosarcina_lacustris,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanosarcina~Methanosarcina_lacustris
GCF_000336895.1,1230451,mesophile,37.0,0.623,Haloarcula_argentinensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloarculaceae~Haloarcula~Haloarcula_argentinensis
GCF_000336815.1,1227461,mesophile,37.0,0.668,Haloferax_prahovense,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Haloferax~Haloferax_prahovense
GCF_000195935.2,272844,hyperthermophile,96.0,0.451,Pyrococcus_abyssi,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Pyrococcus~Pyrococcus_abyssi
GCF_002906215.1,2045011,thermophile,65.0,0.427,cNitrosocaldus_unclassified,Archaea~Nitrososphaerota~Nitrososphaeria~cNitrosocaldales~cNitrosocaldaceae~cNitrosocaldus~cNitrosocaldus_unclassified
